rule_id,display_name,severity,fidelity_tier,data_source,useful_30d,noise_30d,useful_pct,notes
Push.Security.New.App.Detected,Push Security New App Detected,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Push.Security.New.SaaS.Account.Created,Push Security New SaaS Account Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Push.Security.Open.Security.Finding,Push Security Open Security Finding,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Push.Security.Phishable.MFA.Method,Push Security Phishable MFA Method,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Push.Security.Phishing.Attack,Push Security Phishing Attack,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Retrieve.SSO.access.token,SIGNAL - Retrieve SSO access token,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
SOCRadar.Alert.Passthrough,SOCRadar Alert Passthrough,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Salesforce.API.Anomaly.Passthrough,Salesforce API Anomaly Detection (RET Passthrough),Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Salesforce.Admin.Login.As.User,Salesforce Admin Login As User,Info,Investigative,volume_based,,,,Avg 87 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Salesforce.BulkAPI.DataExfiltration,Salesforce Bulk API Data Exfiltration,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Salesforce.OAuth.Credential.Abuse,Salesforce OAuth Credential Abuse Detection,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Salesforce.ThirdParty.Integration.Monitoring,Salesforce Third-Party Integration Monitoring,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
SentinelOne.Alert.Passthrough,SentinelOne Alert Passthrough,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
SentinelOne.Threats,SentinelOne Threats,Medium,Investigative,dd_sampled,4,16,20.0%,Sampled DD data — may be incomplete (query truncation)
Sign-in.with.AWS.CLI.prompt,SIGNAL - Sign-in with AWS CLI prompt,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.AppAccessExpanded,Slack App Access Expanded,Medium,Investigative,volume_based,,,,Avg 36 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Slack.AuditLogs.AppAdded,Slack App Added,Medium,Investigative,volume_based,,,,Avg 126 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Slack.AuditLogs.AppRemoved,Slack App Removed,Medium,Investigative,dd_sampled,6,9,40.0%,Sampled DD data — may be incomplete (query truncation)
Slack.AuditLogs.ApplicationDoS,Slack Denial of Service via Session Invalidation,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.DLPModified,Slack DLP Modified,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.EKMConfigChanged,Slack EKM Config Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.EKMSlackbotUnenrolled,Slack EKM Slackbot Unenrolled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.EKMUnenrolled,Slack Enterprise Key Management Unenrolled,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.IDPConfigurationChanged,Slack IDP Configuration Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.InformationBarrierModified,Slack Information Barrier Modified,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.IntuneMDMDisabled,Slack Microsoft Intune Mobile Device Management Disabled,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.LegalHoldPolicyModified,Slack Legal Hold Policy Modified,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.MFASettingsChanged,Slack MFA Settings Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.OrgCreated,Slack Organization Created,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.OrgDeleted,Slack Organization Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.PassthroughAnomaly,Slack Anomaly Detected,Low,Investigative,dd_sampled,11,236,4.5%,Sampled DD data — may be incomplete (query truncation)
Slack.AuditLogs.PotentiallyMaliciousFileShared,Slack Potentially Malicious File Shared,Critical,Investigative,dd_sampled,1,2,33.3%,Sampled DD data — may be incomplete (query truncation)
Slack.AuditLogs.PrivateChannelMadePublic,Slack Private Channel Made Public,High,Investigative,dd_sampled,2,8,20.0%,Sampled DD data — may be incomplete (query truncation)
Slack.AuditLogs.SSOSettingsChanged,Slack SSO Settings Changed,High,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Slack.AuditLogs.ServiceOwnerTransferred,Slack Primary Owner Transferred,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Slack.AuditLogs.UserPrivilegeChangedToUser,Slack User Privileges Changed to User,Medium,Investigative,dd_verified,4.0,6.0,40.0%,
Snowflake.Stream.AccountAdminGranted,Snowflake Account Admin Granted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snowflake.Stream.BruteForceByIp,Snowflake Brute Force Attacks by IP,Medium,Investigative,volume_based,,,,Avg 126 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Snowflake.Stream.BruteForceByUsername,Snowflake Brute Force Attacks by User,Medium,Investigative,dd_sampled,0,10,0.0%,Sampled DD data — may be incomplete (query truncation)
Snowflake.Stream.ExternalShares,Snowflake External Data Share,Medium,Investigative,dd_sampled,0,20,0.0%,Sampled DD data — may be incomplete (query truncation)
Snowflake.Stream.FileDownloaded,Snowflake File Downloaded,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snowflake.Stream.LoginSuccess,Snowflake Successful Login,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snowflake.Stream.PasswordSpray,Snowflake Password Spray,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snowflake.Stream.PublicRoleGrant,Snowflake Grant to Public Role,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snowflake.Stream.TableCopiedIntoStage,Snowflake Table Copied Into Stage,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snowflake.Stream.TempStageCreated,Snowflake Temporary Stage Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snowflake.Stream.UserEnabled,Snowflake User Enabled,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.Misc.Settings,Snyk Miscellaneous Settings,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.OU.Change,Snyk Org or Group Settings Change,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.Org.Settings,Snyk Org Settings,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.Project.Settings,Snyk Project Settings,Medium,Investigative,dd_sampled,0,42,0.0%,Sampled DD data — may be incomplete (query truncation)
Snyk.Role.Change,Snyk Role Change,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.ServiceAccount.Change,Snyk Service Account Change,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.System.ExternalAccess,Snyk System External Access Settings Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.System.PolicySetting,Snyk System Policy Settings Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.System.SSO,Snyk System SSO Settings Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Snyk.User.Management,Snyk User Management,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Standard.AdminRoleAssigned,Admin Role Assigned,Medium,Investigative,dd_sampled,8,23,25.8%,Sampled DD data — may be incomplete (query truncation)
Standard.BruteForceByIP,Brute Force By IP,Info,Investigative,volume_based,,,,Avg 29 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Standard.BruteForceByUser,Brute Force By User,Info,Investigative,volume_based,,,,Avg 43 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Standard.GreyNoiseV3.MaliciousIP,GreyNoise V3 Malicious IP Activity,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Standard.ImpossibleTravel.Login,Impossible Travel for Login Action,High,Investigative,dd_sampled,45,74,37.8%,Sampled DD data — may be incomplete (query truncation)
Standard.MFADisabled,MFA Disabled,High,Investigative,volume_based,,,,Avg 65 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Standard.NewAWSAccountCreated,New AWS Account Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Standard.NewUserAccountCreated,New User Account Created,Info,Investigative,volume_based,,,,Avg 30 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Standard.OTX.MaliciousIndicator,OTX Threat Intelligence Indicator Match,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Standard.SignInFromRogueState,Sign In from Rogue State,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Sublime.Mailbox.Deactivated,Sublime Mailbox Deactivated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Sublime.Message.Flagged,Sublime Flagged an Email,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Sublime.Message.Source.Deleted.Or.Deactivated,Sublime Message Source Deleted Or Deactivated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Sublime.Rules.Deleted.Or.Deactivated,Sublime Rules Deleted Or Deactivated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tailscale.HTTPS.Disabled,Tailscale HTTPS Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tailscale.Machine.Approval.Requirements.Disabled,Tailscale Machine Approval Requirements Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tailscale.Magic.DNS.Disabled,Tailscale Magic DNS Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.AuthErrors,Teleport SSH Auth Errors,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.CompanyDomainLoginWithoutSAML,A User from the company domain(s) Logged in without SAML,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.CreateUserAccounts,Teleport Create User Accounts,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.LocalUserLoginWithoutMFA,User Logged in wihout MFA,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.LockCreated,A Teleport Lock was created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.LongLivedCerts,A long-lived cert was created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.NetworkScanning,Teleport Network Scan Initiated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.RoleCreated,A Teleport Role was modified or created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.RootLogin,User Logged in as root,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.SAMLCreated,A SAML Connector was created or modified,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.SAMLLoginWithoutCompanyDomain,"A user authenticated with SAML, but from an unknown company domain",Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.ScheduledJobs,Teleport Scheduled Jobs,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Teleport.SuspiciousCommands,Teleport Suspicious Commands Executed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Thinkst.CanaryDCRC,Thinkst Canary DCRC,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Thinkst.CanaryIncident,Thinkst Canary Incident,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Actions.DisabledChanges,Tines Actions Disabled Change,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Custom.CertificateAuthority,Tines Custom CertificateAuthority setting changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Enqueued.Retrying.Job.Destruction,Tines Enqueued/Retrying Job Deletion,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Global.Resource.Destruction,Tines Global Resource Destruction,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.SSO.Settings,Tines SSO Settings,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Story.Items.Destruction,Tines Story Items Destruction,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Story.Jobs.Clearance,Tines Story Jobs Clearance,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Team.Destruction,Tines Team Destruction,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tines.Tenant.AuthToken,Tines Tenant API Keys Added,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Tracebit.Alert,Tracebit Alert,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Upwind.Detection.API.Passthrough,Upwind API Detection Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Upwind.Detection.Network.Passthrough,Upwind Network Detection Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Upwind.Detection.Posture.Passthrough,Upwind Posture Detection Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Upwind.Detection.Runtime.Passthrough,Upwind Runtime Detection Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Upwind.Detection.Vulnerability.Passthrough,Upwind Vulnerability Detection Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Windows.Credential.Dumping.Tool,Windows Credential Dumping Tool,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Alert.Passthrough,Wiz Alert Passthrough Rule,Medium,Investigative,dd_sampled,0,12,0.0%,Sampled DD data — may be incomplete (query truncation)
Wiz.CICD.Scan.Policy.Updated.Or.Deleted,Wiz CICD Scan Policy Updated Or Deleted,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Wiz.Connector.Updated.Or.Deleted,Wiz Connector Updated Or Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Data.Classifier.Updated.Or.Deleted,Wiz Data Classifier Updated Or Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Defend.Alert.Passthrough,Wiz Defend Alert Passthrough Rule,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Image.Integrity.Validator.Updated.Or.Deleted,Wiz Image Integrity Validator Updated Or Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Integration.Updated.Or.Deleted,Wiz Integration Updated Or Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Issue.Alert.Passthrough,Wiz Issue Alert Passthrough Rule,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Revoke.User.Sessions,Wiz Revoke User Sessions,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Rotate.Service.Account.Secret,Wiz Rotate Service Account Secret,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Wiz.Rule.Change,Wiz Rule Change,Medium,Investigative,volume_based,,,,Avg 3 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Wiz.SAML.Identity.Provider.Change,Wiz SAML Identity Provider Change,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Update.IP.Restrictions,Wiz Update IP Restrictions,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Update.Login.Settings,Wiz Update Login Settings,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Update.Scanner.Settings,Wiz Update Scanner Settings,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.Update.Support.Contact.List,Wiz Update Support Contact List,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Wiz.User.Created.Or.Deleted,Wiz User Created Or Deleted,Low,Investigative,volume_based,,,,Avg 2 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Wiz.User.Role.Updated.Or.Deleted,Wiz User Role Updated Or Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Account.Access.Removed,ZIA Account Access Removed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Additional.Cloud.Roles,ZIA Additional Cloud Roles,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Backup.Deleted,ZIA Backup Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Cloud.Account.Created,ZIA Cloud Account Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Golden.Restore.Point.Dropped,ZIA Golden Restore Point Dropped,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Insecure.Password.Settings,ZIA Insecure Password Settings,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Log.Streaming.Disabled,ZIA Log Streaming Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Logs.Downloaded,ZIA Logs Downloaded,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Password.Expiration,ZIA Password Expiration,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
ZIA.Trust.Modification,ZIA Trust Modification,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zendesk.AccountOwnerChanged,Zendesk Account Owner Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zendesk.MobileAppAccessUpdated,Zendesk Mobile App Access Modified,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zendesk.NewAPIToken,Zendesk API Token Created,High,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Zendesk.SensitiveDataRedactionOff,Zendesk Credit Card Redaction Off,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zendesk.UserAssumption,Enabled Zendesk Support to Assume Users,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zendesk.UserRoleChanged,Zendesk User Role Changed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zendesk.UserSuspension,Zendesk User Suspension Status Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.All.Meetings.Secured.With.One.Option.Disabled,Zoom All Meetings Secured With One Option Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.Automatic.Sign.Out.Disabled,Zoom Automatic Sign Out Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.New.Meeting.Passcode.Required.Disabled,Zoom New Meeting Passcode Required Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.PasscodeDisabled,Zoom Meeting Passcode Disabled,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.Sign.In.Method.Modified,Zoom Sign In Method Modified,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.Sign.In.Requirements.Changed,Zoom Sign In Requirements Changed,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.Two.Factor.Authentication.Disabled,Zoom Two Factor Authentication Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Zoom.User.Promoted.to.Privileged.Role,Zoom User Promoted to Privileged Role,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
